遊戲期數,遊戲主題,屆別,獎金結構項數,售價,最高獎金,發行日,發行日(民國),下市日,下市日(民國),兌獎截止日,兌獎截止日(民國),發行張數,銷售率,頭獎張數,頭獎未兌領張數,scratchId,newsId,圖片網址,獎金結構網址
4602,"1,200萬大吉利",上一屆(2024/1/1前),11,1000,12000000,2023-01-12,112/01/12,2023-07-12,112/07/12,2023-10-12,112/10/12,7000000,100%,6,0,c0b2c0370a99407c82e33394172b54d0,04thinsetantsaleinfo202346024608,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20230107_091244678_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202346024608
4601,財神迎春,上一屆(2024/1/1前),10,100,500000,2023-01-04,112/01/04,2023-07-04,112/07/04,2023-10-11,112/10/11,6120000,98.42%,5,0,9c5f953458fc4d6e99ddb4df39856876,04thinsetantsaleinfo202345964601,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20221228_095110729_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202345964601
4600,兔年行大運,上一屆(2024/1/1前),10,100,50000,2023-01-04,112/01/04,2023-07-04,112/07/04,2023-10-11,112/10/11,6120000,99.81%,100,3,d76b4ed58e00435e87ae59839bf8d0f6,04thinsetantsaleinfo202345964601,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20221228_095359683_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202345964601
4599,好運連發,上一屆(2024/1/1前),10,200,2000000,2023-01-04,112/01/04,2023-07-04,112/07/04,2023-10-11,112/10/11,6120000,89.34%,6,0,7b169c99b63d43f4be15e0f7bebf28b5,04thinsetantsaleinfo202345964601,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20221228_094014853_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202345964601
4598,大三元,上一屆(2024/1/1前),12,200,2000000,2023-01-04,112/01/04,2023-07-04,112/07/04,2023-10-11,112/10/11,6120000,91.1%,6,0,1f6cd39a6c5840708cdd7cf687649e97,04thinsetantsaleinfo202345964601,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20221228_093717930_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202345964601
4597,金兔獎,上一屆(2024/1/1前),13,500,3000000,2023-01-04,112/01/04,2023-07-04,112/07/04,2023-10-11,112/10/11,7500000,100%,14,0,146b3e132e714cd597090ddd17188910,04thinsetantsaleinfo202345964601,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20221228_093415211_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202345964601
4596,"2,000萬超級紅包",上一屆(2024/1/1前),9,2000,20000000,2023-01-04,112/01/04,2023-07-04,112/07/04,2023-10-11,112/10/11,8499456,100%,7,0,463426ac1c26481f9a1b84b4cb4d2fd0,04thinsetantsaleinfo202345964601,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20221228_092410116_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202345964601
4595,加倍旺,上一屆(2024/1/1前),12,200,2000000,2022-12-16,111/12/16,2023-06-16,112/06/16,2023-09-18,112/09/18,4080000,94.63%,3,0,d705ee239da74637821876d520a3c1f5,04thinsetantsaleinfo202245944595,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20221212_105413506_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245944595
4594,無敵777,上一屆(2024/1/1前),12,300,3000000,2022-12-16,111/12/16,2023-06-16,112/06/16,2023-09-18,112/09/18,4590000,99.93%,4,0,04e857bf3a0a4986838866536ebea653,04thinsetantsaleinfo202245944595,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20221212_105226803_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245944595
4593,金鑽寶盒,上一屆(2024/1/1前),11,200,2000000,2022-12-02,111/12/02,2023-06-02,112/06/02,2023-09-06,112/09/06,4080000,77.61%,3,0,7eeeaeed391b44a2ad00002f038109df,04thinsetantsaleinfo202245914593,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20221125_134323337_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245914593
4592,百萬年終獎金,上一屆(2024/1/1前),10,200,1000000,2022-12-02,111/12/02,2023-06-02,112/06/02,2023-09-06,112/09/06,4080000,97.75%,60,2,84324f22e3cf4f868591cb6a0554c5ba,04thinsetantsaleinfo202245914593,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20221125_134150525_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245914593
4591,黃金大連線,上一屆(2024/1/1前),9,500,5000000,2022-12-02,111/12/02,2023-06-02,112/06/02,2023-09-06,112/09/06,4000000,100%,5,0,8fcd3a65bed34279969f7885d32db50a,04thinsetantsaleinfo202245914593,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20221125_133911243_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245914593
4590,歡樂賓果,上一屆(2024/1/1前),7,100,300000,2022-11-15,111/11/15,2023-05-15,112/05/15,2023-08-15,112/08/15,5050600,99.98%,5,0,2031b5a086c44066b038ff15591ceb62,04thinsetantsaleinfo202245894590,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20221104_092217677_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245894590
4589,"樂刮$2,000",上一屆(2024/1/1前),7,200,1000000,2022-11-15,111/11/15,2023-05-15,112/05/15,2023-08-15,112/08/15,3570000,98.53%,3,0,cb1bf37c126e4544a72cb01443217342,04thinsetantsaleinfo202245894590,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20221104_091954192_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245894590
4588,金磚疊疊樂,上一屆(2024/1/1前),10,200,2000000,2022-11-01,111/11/01,2023-05-02,112/05/02,2023-08-02,112/08/02,3570000,68.24%,3,2,3747e5bb19af4a1a833426cadf174f71,04thinsetantsaleinfo202245874588,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20221027_094213388_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245874588
4587,麻將,上一屆(2024/1/1前),13,200,2000000,2022-11-01,111/11/01,2023-05-02,112/05/02,2023-08-02,112/08/02,8160000,100%,8,0,effaf6528b0f4cedb5636440297ee5ae,04thinsetantsaleinfo202245874588,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20221027_094030700_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245874588
4586,推金幣,上一屆(2024/1/1前),10,100,500000,2022-10-18,111/10/18,2023-04-18,112/04/18,2023-07-18,112/07/18,4080000,60.06%,4,2,87014fd8fb0e457b993ea444b2fd9fe1,04thinsetantsaleinfo202245854586,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20221013_173358533_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245854586
4585,台灣金讚,上一屆(2024/1/1前),8,200,2000000,2022-10-18,111/10/18,2023-04-18,112/04/18,2023-07-18,112/07/18,4080000,75.51%,3,1,a0b63e604e7b49509a7b0c24830b9738,04thinsetantsaleinfo202245854586,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20221013_173200860_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245854586
4584,寵麻吉,上一屆(2024/1/1前),10,200,2000000,2022-10-04,111/10/04,2023-04-06,112/04/06,2023-07-06,112/07/06,4080000,64.65%,3,0,0d81150069f1429db7b704cf89b9c11a,04thinsetantsaleinfo202245834584,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220929_141959382_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245834584
4583,鑽很大,上一屆(2024/1/1前),9,500,5000000,2022-10-04,111/10/04,2023-04-06,112/04/06,2023-07-06,112/07/06,3000000,100%,3,0,993c1a07fdaa48c09ca00585ef60101b,04thinsetantsaleinfo202245834584,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220929_141453381_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245834584
4582,幸運777,上一屆(2024/1/1前),9,100,700000,2022-09-16,111/09/16,2023-03-16,112/03/16,2023-06-16,112/06/16,5081200,64.71%,5,3,1d4e15c9a5ba4ddcb877593ee4b1fe33,04thinsetantsaleinfo202245814582,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220913_131307747_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245814582
4581,連線派對,上一屆(2024/1/1前),8,200,2000000,2022-09-16,111/09/16,2023-03-16,112/03/16,2023-06-16,112/06/16,5547100,100%,5,0,d34c0611474e43b49f59ae8c7ef34520,04thinsetantsaleinfo202245814582,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220913_131131137_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245814582
4580,獎金倍倍樂,上一屆(2024/1/1前),12,200,2000000,2022-09-02,111/09/02,2023-03-02,112/03/02,2023-06-02,112/06/02,3570000,79.53%,3,1,b6708b43c72b46a49f9064c0218f5564,04thinsetantsaleinfo202245544580,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220830_170346391_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245544580
4579,贏家爭霸,上一屆(2024/1/1前),10,200,1000000,2022-08-16,111/08/16,2023-02-16,112/02/16,2023-05-16,112/05/16,3489000,53.54%,4,2,86da7b8271c34da4aeabc8bcd1b59485,04thinsetantsaleinfo202245784579,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220810_141758530_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245784579
4578,刮刮金樂透,上一屆(2024/1/1前),8,200,2000000,2022-08-16,111/08/16,2023-02-16,112/02/16,2023-05-16,112/05/16,5100000,100%,6,0,34b9e3e5a1d244aa8879fee6bd9a90ec,04thinsetantsaleinfo202245784579,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220810_141613639_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245784579
4577,好運圓滿,上一屆(2024/1/1前),8,100,10000,2022-08-02,111/08/02,2023-02-02,112/02/02,2023-05-02,112/05/02,3570000,83.17%,100,21,c6ef7338431b425196e72f0c95e413ab,04thinsetantsaleinfo202245764577,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220725_153343569_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245764577
4576,"1,000萬大富翁",上一屆(2024/1/1前),7,1000,10000000,2022-08-02,111/08/02,2023-02-02,112/02/02,2023-05-02,112/05/02,2500000,100%,3,0,1590dd4fc20141178b33bdef2c2ac902,04thinsetantsaleinfo202245764577,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220725_144109849_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245764577
4575,金喜滿天,上一屆(2024/1/1前),10,100,500000,2022-07-19,111/07/19,2023-01-19,112/01/19,2023-05-02,112/05/02,4055200,61.24%,3,2,e98b4508d32b434e99c5edf0aca4a4ff,04thinsetantsaleinfo202245744575,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220713_151237270_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245744575
4574,獎金大本贏,上一屆(2024/1/1前),9,200,2000000,2022-07-19,111/07/19,2023-01-19,112/01/19,2023-05-02,112/05/02,4590000,100%,3,0,01095007466740da993447b01534d2fd,04thinsetantsaleinfo202245744575,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220713_151118769_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245744575
4573,撲克對對樂,上一屆(2024/1/1前),12,200,2000000,2022-07-05,111/07/05,2023-01-05,112/01/05,2023-04-06,112/04/06,3570000,45.16%,3,1,b18033bf2fc446548d1e0bd72a7c2f90,04thinsetantsaleinfo202245554573,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220630_100731396_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245554573
4572,瘋狂888,上一屆(2024/1/1前),10,100,800000,2022-06-21,111/06/21,2022-12-21,111/12/21,2023-03-21,112/03/21,3570000,79.24%,3,2,0bc532c9ad9e4235b6c7176a1db6e1c1,04thinsetantsaleinfo202245714572,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220616_112722134_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245714572
4571,麻將賓果,上一屆(2024/1/1前),8,200,2000000,2022-06-21,111/06/21,2022-12-21,111/12/21,2023-03-21,112/03/21,5100000,100%,4,0,ebcc58d7317f4e71a0c1e265c0c6234a,04thinsetantsaleinfo202245714572,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220616_112522368_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245714572
4570,三星樂,上一屆(2024/1/1前),12,200,2000000,2022-06-07,111/06/07,2022-12-07,111/12/07,2023-03-07,112/03/07,3506500,45.26%,3,0,a7964d3bbb274fc18824ce787c360abe,04thinsetantsaleinfo202245694570,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220531_112832509_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245694570
4569,幸運輪盤,上一屆(2024/1/1前),12,200,2000000,2022-06-07,111/06/07,2022-12-07,111/12/07,2023-03-07,112/03/07,3570000,73.91%,3,0,8ff62e21a6a04bd5b20bbf130d8fc332,04thinsetantsaleinfo202245694570,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220531_112708102_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245694570
4568,海底大尋寶,上一屆(2024/1/1前),10,300,3000000,2022-05-17,111/05/17,2022-11-17,111/11/17,2023-02-17,112/02/17,5100000,100%,3,0,5fd8b83e61cf4c3489b516805e6d904f,04thinsetantsaleinfo202245684561,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220513_162911872_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245684561
4567,金鑽999,上一屆(2024/1/1前),9,200,2000000,2022-05-03,111/05/03,2022-11-03,111/11/03,2023-02-03,112/02/03,3570000,59.03%,3,1,b23f406ce69c452aac35a498d824df27,04thinsetantsaleinfo202245664567,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220426_111729899_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245664567
4566,金好中,上一屆(2024/1/1前),10,200,550000,2022-05-03,111/05/03,2022-11-03,111/11/03,2023-02-03,112/02/03,3570000,62.62%,50,22,a78de833cf804152baa3525764d5cbf5,04thinsetantsaleinfo202245664567,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220426_111540446_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245664567
4565,喜從天降,上一屆(2024/1/1前),11,100,300000,2022-04-21,111/04/21,2022-10-21,111/10/21,2023-01-30,112/01/30,3570000,57.02%,7,3,0f4137b2f22c40f9880d9de745e3a2f8,04thinsetantsaleinfo202245644565,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220414_133157280_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245644565
4564,超級麻將,上一屆(2024/1/1前),9,500,5000000,2022-04-21,111/04/21,2022-10-21,111/10/21,2023-01-30,112/01/30,2500000,100%,3,0,4845c963ffd84d05927bf46bc99cf116,04thinsetantsaleinfo202245644565,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220414_132829452_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245644565
4563,雙重好運,上一屆(2024/1/1前),10,200,2000000,2022-04-07,111/04/07,2022-10-07,111/10/07,2023-01-10,112/01/10,3570000,75.59%,4,1,790f02843b954722af1c1a19d8dd8121,04thinsetantsaleinfo202245624563,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220331_111729737_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245624563
4562,一路發,上一屆(2024/1/1前),11,200,2000000,2022-04-07,111/04/07,2022-10-07,111/10/07,2023-01-10,112/01/10,3570000,84.28%,4,0,2916ec01d2b040a2bc4ead565ded7b6b,04thinsetantsaleinfo202245624563,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220331_111446611_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245624563
4561,加倍鑽,上一屆(2024/1/1前),13,100,1000000,2022-05-17,111/05/17,2022-11-17,111/11/17,2023-02-17,112/02/17,5100000,43.83%,4,3,5f36da5b3bdc46ccae5b1f2897904c60,04thinsetantsaleinfo202245684561,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220513_163116122_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245684561
4560,獎金獵人,上一屆(2024/1/1前),9,200,2000000,2022-03-22,111/03/22,2022-09-22,111/09/22,2022-12-22,111/12/22,5100000,99.86%,5,0,5a50787f564f402487cf341763ae0664,04thinsetantsaleinfo202245600000,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220317_104144094_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245600000
4559,釣魚高手,上一屆(2024/1/1前),11,200,2000000,2022-03-08,111/03/08,2022-09-08,111/09/08,2022-12-12,111/12/12,4080000,69.03%,4,1,7b279333b1c240428a091eac69bf9b9c,04thinsetantsaleinfo202245584559,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220302_103946067_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245584559
4558,瘋狂吐鈔機,上一屆(2024/1/1前),11,200,2000000,2022-03-08,111/03/08,2022-09-08,111/09/08,2022-12-12,111/12/12,4080000,53.93%,4,3,70caf285d0284f348da03d0ec4ea55ab,04thinsetantsaleinfo202245584559,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220302_103835989_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245584559
4557,好事成雙,上一屆(2024/1/1前),9,100,300000,2022-02-22,111/02/22,2022-08-22,111/08/22,2022-11-22,111/11/22,4080000,46.06%,6,5,992c4ee6d4094db6b65055125b81d148,04thinsetantsaleinfo202245514557,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220211_140226480_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245514557
4556,黃金滿屋,上一屆(2024/1/1前),12,200,2000000,2022-02-22,111/02/22,2022-08-22,111/08/22,2022-11-22,111/11/22,4590000,99.32%,5,0,8fb7d2816c4048f0bde5ec3e58101ae2,04thinsetantsaleinfo202245514557,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220211_135740714_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245514557
4555,好神保庇,上一屆(2024/1/1前),11,200,2000000,2022-07-05,111/07/05,2023-01-05,112/01/05,2023-04-06,112/04/06,3937400,41.42%,3,3,7d82adc7cdd049ee938e0dfbd21af84e,04thinsetantsaleinfo202245554573,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220630_100340661_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245554573
4554,吃角子老虎,上一屆(2024/1/1前),8,300,3000000,2022-09-02,111/09/02,2023-03-02,112/03/02,2023-06-02,112/06/02,4590000,85.6%,3,0,7667fa9b1d724749b4311f24d68bd3ab,04thinsetantsaleinfo202245544580,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220830_165125671_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245544580
4553,虎年行大運,上一屆(2024/1/1前),10,100,50000,2022-02-22,111/02/22,2022-07-18,111/07/18,2022-10-18,111/10/18,6120000,48.37%,100,52,f70375011209415f889e995b659884a9,04thinsetantsaleinfo202245514557,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220211_142742030_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245514557
4552,財神報到,上一屆(2024/1/1前),13,100,800000,2022-02-22,111/02/22,2022-07-18,111/07/18,2022-10-18,111/10/18,6120000,33.5%,6,3,f3f7f988b6ec4cca867a07b947566600,04thinsetantsaleinfo202245514557,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220211_134832542_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245514557
4551,筊好運,上一屆(2024/1/1前),10,200,2000000,2022-02-22,111/02/22,2022-07-18,111/07/18,2022-10-18,111/10/18,6120000,39.08%,6,5,3b87b0cf76054a16a83761cc44228df9,04thinsetantsaleinfo202245514557,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220211_134634714_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245514557
4550,無敵開獎機,上一屆(2024/1/1前),10,300,3000000,2022-01-18,111/01/18,2022-07-18,111/07/18,2022-10-18,111/10/18,8160000,100%,5,0,8a178efabb824074b756ed51d49219da,04thinsetantsaleinfo202245494550,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220111_150353520_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245494550
4549,五路財神,上一屆(2024/1/1前),9,500,5000000,2022-01-18,111/01/18,2022-07-18,111/07/18,2022-10-18,111/10/18,5500000,100%,7,0,a88fa10e441c4e54bc1d47b74e402a38,04thinsetantsaleinfo202245494550,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220111_150154613_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245494550
4548,超速777,上一屆(2024/1/1前),12,100,700000,2022-01-11,111/01/11,2022-07-11,111/07/11,2022-10-11,111/10/11,6120000,97.49%,5,0,5337b9d902ef4c01b2a4d9fce8ab89d4,04thinsetantsaleinfo202245434548,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220106_110335538_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245434548
4547,金骰子,上一屆(2024/1/1前),10,100,500000,2022-01-11,111/01/11,2022-07-11,111/07/11,2022-10-11,111/10/11,6120000,96.82%,5,0,a8db74d7bbf940f29ff6d3d21af3c02b,04thinsetantsaleinfo202245434548,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220106_110154960_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245434548
4546,鴻運當頭,上一屆(2024/1/1前),10,200,2000000,2022-01-11,111/01/11,2022-07-11,111/07/11,2022-10-11,111/10/11,6120000,98%,6,0,1be2a8c3b3ed4ce38b882ab6e2fbe9ba,04thinsetantsaleinfo202245434548,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220106_100624486_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245434548
4545,虎來旺,上一屆(2024/1/1前),9,200,100000,2022-01-11,111/01/11,2022-07-11,111/07/11,2022-10-11,111/10/11,6041300,98.8%,500,12,f1696bd0e8274b40976413221fe0fbfe,04thinsetantsaleinfo202245434548,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220106_100501017_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245434548
4544,好運爆棚,上一屆(2024/1/1前),9,500,5000000,2022-01-11,111/01/11,2022-07-11,111/07/11,2022-10-11,111/10/11,4000000,100%,5,0,373c501e7fc14ebd847c518f75720e14,04thinsetantsaleinfo202245434548,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220106_100310204_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245434548
4543,"1,200萬大吉利",上一屆(2024/1/1前),11,1000,12000000,2022-01-11,111/01/11,2022-07-11,111/07/11,2022-10-11,111/10/11,6000000,100%,5,0,1a0d3f86f17e4ef3b1f2b4a5eabc49df,04thinsetantsaleinfo202245434548,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20220106_100104423_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245434548
4542,金鼓開運,上一屆(2024/1/1前),10,100,300000,2022-01-04,111/01/04,2022-07-04,111/07/04,2022-10-04,111/10/04,6120000,94.75%,5,0,24000ff3207244179dbe4620b34cbd06,04thinsetantsaleinfo202245384542,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20211229_110150318_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245384542
4541,萬事大吉,上一屆(2024/1/1前),12,200,2000000,2022-01-04,111/01/04,2022-07-04,111/07/04,2022-10-04,111/10/04,6102000,96.21%,6,0,7571c928c98f4acfa75b8b8bc9b3d297,04thinsetantsaleinfo202245384542,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20211229_105125973_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245384542
4540,超級777,上一屆(2024/1/1前),11,200,2000000,2022-01-04,111/01/04,2022-07-04,111/07/04,2022-10-04,111/10/04,6120000,99.9%,6,0,c73e91dad1754cda873088a211bdc976,04thinsetantsaleinfo202245384542,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20211229_094304437_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245384542
4539,金虎獎,上一屆(2024/1/1前),13,500,3000000,2022-01-04,111/01/04,2022-07-04,111/07/04,2022-10-04,111/10/04,6500000,100%,12,0,e47db9aec44340eaaf84e237a5d212bf,04thinsetantsaleinfo202245384542,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20211229_093716936_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245384542
4538,"2,000萬超級紅包",上一屆(2024/1/1前),9,2000,20000000,2022-01-04,111/01/04,2022-07-04,111/07/04,2022-10-04,111/10/04,6499584,100%,5,0,0ee1f19afe15494db352f592a0aa5dff,04thinsetantsaleinfo202245384542,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20211229_093147920_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202245384542
4537,歡樂賓果,上一屆(2024/1/1前),7,100,300000,2021-12-16,110/12/16,2022-06-16,111/06/16,2022-09-16,111/09/16,5100000,99.94%,5,0,c068f38d679749e8a5e01f73c282d097,04thinsetantsaleinfo202145364537,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20211210_100714670_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202145364537
4536,百萬年終獎金,上一屆(2024/1/1前),10,200,1000000,2021-12-16,110/12/16,2022-06-16,111/06/16,2022-09-16,111/09/16,4080000,98.21%,60,2,f479ceb202174661b9d0bf7857d0d2ee,04thinsetantsaleinfo202145364537,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20211210_100221232_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202145364537
4535,台灣金讚,上一屆(2024/1/1前),8,200,2000000,2021-12-02,110/12/02,2022-06-02,111/06/02,2022-09-05,111/09/05,4080000,99.71%,3,0,1ab3a0d88466456d8e4f35c96992ec4c,04thinsetantsaleinfo202145344535,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20211129_153416430_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202145344535
4534,迎向2022,上一屆(2024/1/1前),9,500,5000000,2021-12-02,110/12/02,2022-06-02,111/06/02,2022-09-05,111/09/05,3000000,99.99%,3,0,27fbc311fdde46cf95af860870430e2c,04thinsetantsaleinfo202145344535,https://cdn.taiwanlottery.com.tw/app/Images/Scratch/20211130_101001071_1.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo202145344535
