,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40,0,90,0,40,500,90,0,40,300,90,500,40,0,90,0,40,300,90,0,40,0,90,300,40,0,90,0,40,500,90,0,40,0,90,500,40,0,90,0,40,300,90,300,40,0,90,0,40,0,90,0
,41,0,91,300,41,0,91,300,41,0,91,700,41,0,91,0,41,0,91,300,41,0,91,0,41,0,91,0,41,0,91,700,41,0,91,"1,400",41,0,91,0,41,0,91,0,41,0,91,0,41,0,91,0
,42,0,92,300,42,0,92,0,42,0,92,300,42,300,92,300,42,0,92,0,42,300,92,0,42,0,92,500,42,0,92,0,42,0,92,0,42,0,92,0,42,0,92,300,42,0,92,0,42,0,92,0
,43,500,93,0,43,300,93,0,43,0,93,0,43,0,93,0,43,0,93,"1,000",43,"2,100",93,500,43,0,93,0,43,0,93,300,43,500,93,0,43,300,93,0,43,0,93,0,43,0,93,0,43,0,93,0
,44,0,94,0,44,500,94,0,44,0,94,0,44,300,94,300,44,0,94,500,44,0,94,0,44,500,94,0,44,500,94,0,44,0,94,500,44,500,94,"2,100",44,"2,100",94,0,44,0,94,0,44,0,94,0
,45,0,95,500,45,500,95,0,45,"2,100",95,0,45,300,95,0,45,"1,400",95,0,45,0,95,0,45,0,95,0,45,0,95,500,45,500,95,0,45,300,95,0,45,300,95,0,45,0,95,0,45,0,95,0
,46,0,96,0,46,0,96,500,46,0,96,0,46,0,96,300,46,0,96,0,46,0,96,0,46,0,96,300,46,300,96,0,46,0,96,0,46,0,96,0,46,0,96,500,46,0,96,0,46,0,96,0
,47,0,97,300,47,500,97,"1,400",47,300,97,500,47,0,97,300,47,0,97,0,47,0,97,0,47,0,97,300,47,0,97,0,47,0,97,0,47,700,97,0,47,0,97,"1,000",47,0,97,0,47,0,97,0
,48,0,98,300,48,0,98,0,48,0,98,0,48,0,98,0,48,0,98,0,48,300,98,0,48,700,98,"1,400",48,0,98,0,48,0,98,300,48,0,98,"2,100",48,500,98,0,48,0,98,0,48,0,98,0
,49,0,99,300,49,0,99,300,49,0,99,0,49,0,99,300,49,300,99,0,49,0,99,"2,100",49,300,99,0,49,0,99,0,49,0,99,300,49,0,99,0,49,0,99,500,49,0,99,0,49,0,99,0
,50,0,100,0,50,0,100,0,50,0,100,0,50,0,100,0,50,0,100,"2,100",50,0,100,300,50,0,100,0,50,0,100,"2,100",50,0,100,0,50,300,100,500,50,0,100,0,50,0,100,0,50,0,100,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序號,17347,,,,17520,,,,17521,,,,19325,,,,19326,,,,19327,,,,17341,,,,17342,,,,17519,,,,19278,,,,19281,,,,,,,,,,,
0,64,,,,64,,,,64,,,,64,,,,65,,,,64,,,,63,,,,63,,,,63,,,,64,,,,64,,,,100,,,,100,,,
300,20,,,,20,,,,19,,,,20,,,,18,,,,19,,,,19,,,,19,,,,19,,,,21,,,,20,,,,0,,,,0,,,
500,11,,,,11,,,,11,,,,11,,,,12,,,,11,,,,12,,,,12,,,,12,,,,9,,,,11,,,,0,,,,0,,,
700,1,,,,0,,,,2,,,,0,,,,0,,,,2,,,,2,,,,2,,,,1,,,,1,,,,1,,,,0,,,,0,,,
1000,1,,,,1,,,,1,,,,1,,,,2,,,,1,,,,1,,,,1,,,,0,,,,1,,,,1,,,,0,,,,0,,,
1400,0,,,,2,,,,0,,,,2,,,,1,,,,0,,,,1,,,,1,,,,1,,,,0,,,,0,,,,0,,,,0,,,
2100,3,,,,2,,,,3,,,,2,,,,2,,,,3,,,,2,,,,2,,,,3,,,,4,,,,3,,,,0,,,,0,,,
3500,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,,,,0,,,,0,,,,0,,,,0,,,
4200,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
5000,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
合計獎金,19500,,,,19500,,,,19900,,,,19500,,,,19000,,,,19900,,,,19700,,,,19700,,,,23600,,,,20900,,,,19500,,,,0,,,,0,,,
中獎數,36,,,,36,,,,36,,,,36,,,,35,,,,36,,,,37,,,,37,,,,37,,,,36,,,,36,,,,0,,,,0,,,
全數,100,,,,100,,,,100,,,,100,,,,100,,,,100,,,,100,,,,100,,,,100,,,,100,,,,100,,,,100,,,,100,,,
